# Region Report
# Assembly Name:  MalDomGD1.0
# Description:    Malus_x_domestica_GoldenDelicious1.0
# Organism name:  Malus domestica
# Taxid:          3750
# Submitter:      IASMA research center
# Date:           2012-8-16
# BioSample:      SAMN02981243
# Assembly type:  haploid-with-alt-loci
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# GenBank Assembly Accession: GCA_000148765.2 (latest)
# RefSeq Assembly Accession: GCF_000148765.1 (species-representative latest)
# RefSeq Assembly and GenBank Assemblies Identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000148775.1	GCF_000148775.1	Primary Assembly
## GCA_000165855.2	GCF_000165855.1	alt_haplotype1.MalDomGD1.0
## GCA_000165865.1	GCF_000165865.1	alt_haplotype2.MalDomGD1.0
## GCA_000165875.1	GCF_000165875.1	alt_haplotype3.MalDomGD1.0
## 	GCF_000696565.1	non-nuclear
#
# Region-Name	Chromosome	Chromosome-Start	Chromosome-Stop	Scaffold-Role	Scaffold-GenBank-Accn	Scaffold-RefSeq-Accn	Assembly-Unit
region25	1	16234245	19247955	alt-scaffold	GL544219.1	NW_007545900.1	alt_haplotype3.MalDomGD1.0
region26	1	19370983	20626975	alt-scaffold	GL543378.1	NW_007545060.1	alt_haplotype1.MalDomGD1.0
region26	1	19370983	20626975	alt-scaffold	GL543809.1	NW_007545490.1	alt_haplotype2.MalDomGD1.0
region26	1	19370983	20626975	alt-scaffold	GL544220.1	NW_007545901.1	alt_haplotype3.MalDomGD1.0
region27	1	20785466	21946700	alt-scaffold	GL543379.1	NW_007545061.1	alt_haplotype1.MalDomGD1.0
region27	1	20785466	21946700	alt-scaffold	GL543810.1	NW_007545491.1	alt_haplotype2.MalDomGD1.0
region27	1	20785466	21946700	alt-scaffold	GL544221.1	NW_007545902.1	alt_haplotype3.MalDomGD1.0
region28	1	21965089	22168617	alt-scaffold	GL543380.1	NW_007545062.1	alt_haplotype1.MalDomGD1.0
region29	1	22173575	22178365	alt-scaffold	GL543811.1	NW_007545492.1	alt_haplotype2.MalDomGD1.0
region30	1	22240264	22483239	alt-scaffold	GL543381.1	NW_007545063.1	alt_haplotype1.MalDomGD1.0
region30	1	22240264	22483239	alt-scaffold	GL543812.1	NW_007545493.1	alt_haplotype2.MalDomGD1.0
region30	1	22240264	22483239	alt-scaffold	GL544222.1	NW_007545903.1	alt_haplotype3.MalDomGD1.0
region31	1	22502536	22853729	alt-scaffold	GL543382.1	NW_007545064.1	alt_haplotype1.MalDomGD1.0
region31	1	22502536	22853729	alt-scaffold	GL543813.1	NW_007545494.1	alt_haplotype2.MalDomGD1.0
region31	1	22502536	22853729	alt-scaffold	GL544223.1	NW_007545904.1	alt_haplotype3.MalDomGD1.0
region32	1	22866820	23058207	alt-scaffold	GL543383.1	NW_007545065.1	alt_haplotype1.MalDomGD1.0
region32	1	22866820	23058207	alt-scaffold	GL543814.1	NW_007545495.1	alt_haplotype2.MalDomGD1.0
region32	1	22866820	23058207	alt-scaffold	GL544224.1	NW_007545905.1	alt_haplotype3.MalDomGD1.0
region33	1	23126603	25921179	alt-scaffold	GL543384.1	NW_007545066.1	alt_haplotype1.MalDomGD1.0
region33	1	23126603	25921179	alt-scaffold	GL543815.1	NW_007545496.1	alt_haplotype2.MalDomGD1.0
region33	1	23126603	25921179	alt-scaffold	GL544225.1	NW_007545906.1	alt_haplotype3.MalDomGD1.0
region34	1	25924395	26599167	alt-scaffold	GL543385.1	NW_007545067.1	alt_haplotype1.MalDomGD1.0
region34	1	25924395	26599167	alt-scaffold	GL543816.1	NW_007545497.1	alt_haplotype2.MalDomGD1.0
region34	1	25924395	26599167	alt-scaffold	GL544226.1	NW_007545907.1	alt_haplotype3.MalDomGD1.0
region35	1	26847023	29289778	alt-scaffold	GL543386.1	NW_007545068.1	alt_haplotype1.MalDomGD1.0
region35	1	26847023	29289778	alt-scaffold	GL543817.1	NW_007545498.1	alt_haplotype2.MalDomGD1.0
region35	1	26847023	29289778	alt-scaffold	GL544227.1	NW_007545908.1	alt_haplotype3.MalDomGD1.0
region233	2	9954	7453098	alt-scaffold	GL543387.1	NW_007545069.1	alt_haplotype1.MalDomGD1.0
region233	2	9954	7453098	alt-scaffold	GL543818.1	NW_007545499.1	alt_haplotype2.MalDomGD1.0
region233	2	9954	7453098	alt-scaffold	GL544228.1	NW_007545909.1	alt_haplotype3.MalDomGD1.0
region234	2	7521314	7686688	alt-scaffold	GL543388.1	NW_007545070.1	alt_haplotype1.MalDomGD1.0
region234	2	7521314	7686688	alt-scaffold	GL543819.1	NW_007545500.1	alt_haplotype2.MalDomGD1.0
region235	2	7690087	9746507	alt-scaffold	GL543389.1	NW_007545071.1	alt_haplotype1.MalDomGD1.0
region235	2	7690087	9746507	alt-scaffold	GL543820.1	NW_007545501.1	alt_haplotype2.MalDomGD1.0
region235	2	7690087	9746507	alt-scaffold	GL544229.1	NW_007545910.1	alt_haplotype3.MalDomGD1.0
region236	2	9887961	11975398	alt-scaffold	GL543390.1	NW_007545072.1	alt_haplotype1.MalDomGD1.0
region236	2	9887961	11975398	alt-scaffold	GL543821.1	NW_007545502.1	alt_haplotype2.MalDomGD1.0
region236	2	9887961	11975398	alt-scaffold	GL544230.1	NW_007545911.1	alt_haplotype3.MalDomGD1.0
region237	2	12001887	12336871	alt-scaffold	GL543391.1	NW_007545073.1	alt_haplotype1.MalDomGD1.0
region237	2	12001887	12336871	alt-scaffold	GL543822.1	NW_007545503.1	alt_haplotype2.MalDomGD1.0
region237	2	12001887	12336871	alt-scaffold	GL544231.1	NW_007545912.1	alt_haplotype3.MalDomGD1.0
region238	2	12395262	14564912	alt-scaffold	GL543392.1	NW_007545074.1	alt_haplotype1.MalDomGD1.0
region238	2	12395262	14564912	alt-scaffold	GL543823.1	NW_007545504.1	alt_haplotype2.MalDomGD1.0
region238	2	12395262	14564912	alt-scaffold	GL544232.1	NW_007545913.1	alt_haplotype3.MalDomGD1.0
region239	2	14610403	16847074	alt-scaffold	GL543393.1	NW_007545075.1	alt_haplotype1.MalDomGD1.0
region239	2	14610403	16847074	alt-scaffold	GL543824.1	NW_007545505.1	alt_haplotype2.MalDomGD1.0
region239	2	14610403	16847074	alt-scaffold	GL544233.1	NW_007545914.1	alt_haplotype3.MalDomGD1.0
region240	2	16858462	18276997	alt-scaffold	GL543394.1	NW_007545076.1	alt_haplotype1.MalDomGD1.0
region240	2	16858462	18276997	alt-scaffold	GL543825.1	NW_007545506.1	alt_haplotype2.MalDomGD1.0
region240	2	16858462	18276997	alt-scaffold	GL544234.1	NW_007545915.1	alt_haplotype3.MalDomGD1.0
region241	2	18277986	19174767	alt-scaffold	GL543395.1	NW_007545077.1	alt_haplotype1.MalDomGD1.0
region241	2	18277986	19174767	alt-scaffold	GL543826.1	NW_007545507.1	alt_haplotype2.MalDomGD1.0
region241	2	18277986	19174767	alt-scaffold	GL544235.1	NW_007545916.1	alt_haplotype3.MalDomGD1.0
region242	2	19181382	19812095	alt-scaffold	GL543396.1	NW_007545078.1	alt_haplotype1.MalDomGD1.0
region242	2	19181382	19812095	alt-scaffold	GL543827.1	NW_007545508.1	alt_haplotype2.MalDomGD1.0
region242	2	19181382	19812095	alt-scaffold	GL544236.1	NW_007545917.1	alt_haplotype3.MalDomGD1.0
region243	2	19816542	20478259	alt-scaffold	GL543397.1	NW_007545079.1	alt_haplotype1.MalDomGD1.0
region243	2	19816542	20478259	alt-scaffold	GL543828.1	NW_007545509.1	alt_haplotype2.MalDomGD1.0
region244	2	20512022	21507064	alt-scaffold	GL543398.1	NW_007545080.1	alt_haplotype1.MalDomGD1.0
region244	2	20512022	21507064	alt-scaffold	GL543829.1	NW_007545510.1	alt_haplotype2.MalDomGD1.0
region244	2	20512022	21507064	alt-scaffold	GL544237.1	NW_007545918.1	alt_haplotype3.MalDomGD1.0
region245	2	21509773	22929788	alt-scaffold	GL543399.1	NW_007545081.1	alt_haplotype1.MalDomGD1.0
region245	2	21509773	22929788	alt-scaffold	GL543830.1	NW_007545511.1	alt_haplotype2.MalDomGD1.0
region245	2	21509773	22929788	alt-scaffold	GL544238.1	NW_007545919.1	alt_haplotype3.MalDomGD1.0
region246	2	22940039	23151365	alt-scaffold	GL543400.1	NW_007545082.1	alt_haplotype1.MalDomGD1.0
region246	2	22940039	23151365	alt-scaffold	GL543831.1	NW_007545512.1	alt_haplotype2.MalDomGD1.0
region246	2	22940039	23151365	alt-scaffold	GL544239.1	NW_007545920.1	alt_haplotype3.MalDomGD1.0
region247	2	23160393	24607979	alt-scaffold	GL543401.1	NW_007545083.1	alt_haplotype1.MalDomGD1.0
region247	2	23160393	24607979	alt-scaffold	GL543832.1	NW_007545513.1	alt_haplotype2.MalDomGD1.0
region247	2	23160393	24607979	alt-scaffold	GL544240.1	NW_007545921.1	alt_haplotype3.MalDomGD1.0
region248	2	24705792	26355840	alt-scaffold	GL543402.1	NW_007545084.1	alt_haplotype1.MalDomGD1.0
region248	2	24705792	26355840	alt-scaffold	GL543833.1	NW_007545514.1	alt_haplotype2.MalDomGD1.0
region248	2	24705792	26355840	alt-scaffold	GL544241.1	NW_007545922.1	alt_haplotype3.MalDomGD1.0
region249	2	26377901	31484426	alt-scaffold	GL543403.1	NW_007545085.1	alt_haplotype1.MalDomGD1.0
region249	2	26377901	31484426	alt-scaffold	GL543834.1	NW_007545515.1	alt_haplotype2.MalDomGD1.0
region249	2	26377901	31484426	alt-scaffold	GL544242.1	NW_007545923.1	alt_haplotype3.MalDomGD1.0
region250	2	31485069	33699043	alt-scaffold	GL543404.1	NW_007545086.1	alt_haplotype1.MalDomGD1.0
region250	2	31485069	33699043	alt-scaffold	GL543835.1	NW_007545516.1	alt_haplotype2.MalDomGD1.0
region250	2	31485069	33699043	alt-scaffold	GL544243.1	NW_007545924.1	alt_haplotype3.MalDomGD1.0
region251	2	33901006	36369665	alt-scaffold	GL543405.1	NW_007545087.1	alt_haplotype1.MalDomGD1.0
region251	2	33901006	36369665	alt-scaffold	GL543836.1	NW_007545517.1	alt_haplotype2.MalDomGD1.0
region251	2	33901006	36369665	alt-scaffold	GL544244.1	NW_007545925.1	alt_haplotype3.MalDomGD1.0
region252	3	51353	1348553	alt-scaffold	GL543406.1	NW_007545088.1	alt_haplotype1.MalDomGD1.0
region252	3	51353	1348553	alt-scaffold	GL543837.1	NW_007545518.1	alt_haplotype2.MalDomGD1.0
region252	3	51353	1348553	alt-scaffold	GL544245.1	NW_007545926.1	alt_haplotype3.MalDomGD1.0
region253	3	1371330	2578545	alt-scaffold	GL543407.1	NW_007545089.1	alt_haplotype1.MalDomGD1.0
region253	3	1371330	2578545	alt-scaffold	GL543838.1	NW_007545519.1	alt_haplotype2.MalDomGD1.0
region253	3	1371330	2578545	alt-scaffold	GL544246.1	NW_007545927.1	alt_haplotype3.MalDomGD1.0
region254	3	2620003	3787314	alt-scaffold	GL543409.1	NW_007545091.1	alt_haplotype1.MalDomGD1.0
region254	3	2620003	3787314	alt-scaffold	GL543839.1	NW_007545520.1	alt_haplotype2.MalDomGD1.0
region254	3	2620003	3787314	alt-scaffold	GL544247.1	NW_007545928.1	alt_haplotype3.MalDomGD1.0
region255	3	3828914	4013772	alt-scaffold	GL543410.1	NW_007545092.1	alt_haplotype1.MalDomGD1.0
region255	3	3828914	4013772	alt-scaffold	GL543840.1	NW_007545521.1	alt_haplotype2.MalDomGD1.0
region256	3	4017407	7165049	alt-scaffold	GL543411.1	NW_007545093.1	alt_haplotype1.MalDomGD1.0
region256	3	4017407	7165049	alt-scaffold	GL543841.1	NW_007545522.1	alt_haplotype2.MalDomGD1.0
region256	3	4017407	7165049	alt-scaffold	GL544248.1	NW_007545929.1	alt_haplotype3.MalDomGD1.0
region257	3	7327643	10010713	alt-scaffold	GL543412.1	NW_007545094.1	alt_haplotype1.MalDomGD1.0
region257	3	7327643	10010713	alt-scaffold	GL543842.1	NW_007545523.1	alt_haplotype2.MalDomGD1.0
region257	3	7327643	10010713	alt-scaffold	GL544249.1	NW_007545930.1	alt_haplotype3.MalDomGD1.0
region258	3	10040502	11771396	alt-scaffold	GL543413.1	NW_007545095.1	alt_haplotype1.MalDomGD1.0
region258	3	10040502	11771396	alt-scaffold	GL543843.1	NW_007545524.1	alt_haplotype2.MalDomGD1.0
region258	3	10040502	11771396	alt-scaffold	GL544250.1	NW_007545931.1	alt_haplotype3.MalDomGD1.0
region259	3	11829373	12347037	alt-scaffold	GL543414.1	NW_007545096.1	alt_haplotype1.MalDomGD1.0
region259	3	11829373	12347037	alt-scaffold	GL543844.1	NW_007545525.1	alt_haplotype2.MalDomGD1.0
region259	3	11829373	12347037	alt-scaffold	GL544251.1	NW_007545932.1	alt_haplotype3.MalDomGD1.0
region260	3	12352989	13780500	alt-scaffold	GL543415.1	NW_007545097.1	alt_haplotype1.MalDomGD1.0
region260	3	12352989	13780500	alt-scaffold	GL543845.1	NW_007545526.1	alt_haplotype2.MalDomGD1.0
region260	3	12352989	13780500	alt-scaffold	GL544252.1	NW_007545933.1	alt_haplotype3.MalDomGD1.0
region261	3	13897152	14422064	alt-scaffold	GL543416.1	NW_007545098.1	alt_haplotype1.MalDomGD1.0
region261	3	13897152	14422064	alt-scaffold	GL543846.1	NW_007545527.1	alt_haplotype2.MalDomGD1.0
region261	3	13897152	14422064	alt-scaffold	GL544253.1	NW_007545934.1	alt_haplotype3.MalDomGD1.0
region262	3	14580910	15435807	alt-scaffold	GL543417.1	NW_007545099.1	alt_haplotype1.MalDomGD1.0
region262	3	14580910	15435807	alt-scaffold	GL543847.1	NW_007545528.1	alt_haplotype2.MalDomGD1.0
region262	3	14580910	15435807	alt-scaffold	GL544254.1	NW_007545935.1	alt_haplotype3.MalDomGD1.0
region263	3	15447208	16266472	alt-scaffold	GL543418.1	NW_007545100.1	alt_haplotype1.MalDomGD1.0
region263	3	15447208	16266472	alt-scaffold	GL543848.1	NW_007545529.1	alt_haplotype2.MalDomGD1.0
region263	3	15447208	16266472	alt-scaffold	GL544255.1	NW_007545936.1	alt_haplotype3.MalDomGD1.0
region264	3	16293014	17230330	alt-scaffold	GL543419.1	NW_007545101.1	alt_haplotype1.MalDomGD1.0
region264	3	16293014	17230330	alt-scaffold	GL543849.1	NW_007545530.1	alt_haplotype2.MalDomGD1.0
region264	3	16293014	17230330	alt-scaffold	GL544256.1	NW_007545937.1	alt_haplotype3.MalDomGD1.0
region265	3	17245723	17994681	alt-scaffold	GL543420.1	NW_007545102.1	alt_haplotype1.MalDomGD1.0
region265	3	17245723	17994681	alt-scaffold	GL543850.1	NW_007545531.1	alt_haplotype2.MalDomGD1.0
region265	3	17245723	17994681	alt-scaffold	GL544257.1	NW_007545938.1	alt_haplotype3.MalDomGD1.0
region266	3	18052813	19244840	alt-scaffold	GL543421.1	NW_007545103.1	alt_haplotype1.MalDomGD1.0
region266	3	18052813	19244840	alt-scaffold	GL543851.1	NW_007545532.1	alt_haplotype2.MalDomGD1.0
region266	3	18052813	19244840	alt-scaffold	GL544258.1	NW_007545939.1	alt_haplotype3.MalDomGD1.0
region267	3	19247874	19886152	alt-scaffold	GL543422.1	NW_007545104.1	alt_haplotype1.MalDomGD1.0
region267	3	19247874	19886152	alt-scaffold	GL543852.1	NW_007545533.1	alt_haplotype2.MalDomGD1.0
region267	3	19247874	19886152	alt-scaffold	GL544259.1	NW_007545940.1	alt_haplotype3.MalDomGD1.0
region268	3	19924164	20377297	alt-scaffold	GL543424.1	NW_007545106.1	alt_haplotype1.MalDomGD1.0
region268	3	19924164	20377297	alt-scaffold	GL543853.1	NW_007545534.1	alt_haplotype2.MalDomGD1.0
region268	3	19924164	20377297	alt-scaffold	GL544260.1	NW_007545941.1	alt_haplotype3.MalDomGD1.0
region269	3	20393673	21267889	alt-scaffold	GL543425.1	NW_007545107.1	alt_haplotype1.MalDomGD1.0
region269	3	20393673	21267889	alt-scaffold	GL543854.1	NW_007545535.1	alt_haplotype2.MalDomGD1.0
region269	3	20393673	21267889	alt-scaffold	GL544261.1	NW_007545942.1	alt_haplotype3.MalDomGD1.0
region270	3	21329499	21744950	alt-scaffold	GL543426.1	NW_007545108.1	alt_haplotype1.MalDomGD1.0
region270	3	21329499	21744950	alt-scaffold	GL543855.1	NW_007545536.1	alt_haplotype2.MalDomGD1.0
region270	3	21329499	21744950	alt-scaffold	GL544262.1	NW_007545943.1	alt_haplotype3.MalDomGD1.0
region271	3	21828281	22167274	alt-scaffold	GL543427.1	NW_007545109.1	alt_haplotype1.MalDomGD1.0
region271	3	21828281	22167274	alt-scaffold	GL543856.1	NW_007545537.1	alt_haplotype2.MalDomGD1.0
region271	3	21828281	22167274	alt-scaffold	GL544263.1	NW_007545944.1	alt_haplotype3.MalDomGD1.0
region272	3	22178138	22673292	alt-scaffold	GL543428.1	NW_007545110.1	alt_haplotype1.MalDomGD1.0
region272	3	22178138	22673292	alt-scaffold	GL543857.1	NW_007545538.1	alt_haplotype2.MalDomGD1.0
region272	3	22178138	22673292	alt-scaffold	GL544264.1	NW_007545945.1	alt_haplotype3.MalDomGD1.0
region273	3	22752604	23704485	alt-scaffold	GL543429.1	NW_007545111.1	alt_haplotype1.MalDomGD1.0
region273	3	22752604	23704485	alt-scaffold	GL543858.1	NW_007545539.1	alt_haplotype2.MalDomGD1.0
region273	3	22752604	23704485	alt-scaffold	GL544265.1	NW_007545946.1	alt_haplotype3.MalDomGD1.0
region274	3	23725156	24185212	alt-scaffold	GL543430.1	NW_007545112.1	alt_haplotype1.MalDomGD1.0
region274	3	23725156	24185212	alt-scaffold	GL543859.1	NW_007545540.1	alt_haplotype2.MalDomGD1.0
region274	3	23725156	24185212	alt-scaffold	GL544266.1	NW_007545947.1	alt_haplotype3.MalDomGD1.0
region275	3	24192704	25523548	alt-scaffold	GL543431.1	NW_007545113.1	alt_haplotype1.MalDomGD1.0
region275	3	24192704	25523548	alt-scaffold	GL543860.1	NW_007545541.1	alt_haplotype2.MalDomGD1.0
region275	3	24192704	25523548	alt-scaffold	GL544267.1	NW_007545948.1	alt_haplotype3.MalDomGD1.0
region276	3	25552548	27877465	alt-scaffold	GL543432.1	NW_007545114.1	alt_haplotype1.MalDomGD1.0
region276	3	25552548	27877465	alt-scaffold	GL543861.1	NW_007545542.1	alt_haplotype2.MalDomGD1.0
region276	3	25552548	27877465	alt-scaffold	GL544268.1	NW_007545949.1	alt_haplotype3.MalDomGD1.0
region277	3	27879718	28637799	alt-scaffold	GL543433.1	NW_007545115.1	alt_haplotype1.MalDomGD1.0
region277	3	27879718	28637799	alt-scaffold	GL543862.1	NW_007545543.1	alt_haplotype2.MalDomGD1.0
region277	3	27879718	28637799	alt-scaffold	GL544269.1	NW_007545950.1	alt_haplotype3.MalDomGD1.0
region278	3	28648739	30184533	alt-scaffold	GL543434.1	NW_007545116.1	alt_haplotype1.MalDomGD1.0
region278	3	28648739	30184533	alt-scaffold	GL543863.1	NW_007545544.1	alt_haplotype2.MalDomGD1.0
region278	3	28648739	30184533	alt-scaffold	GL544270.1	NW_007545951.1	alt_haplotype3.MalDomGD1.0
region279	3	30211044	30448911	alt-scaffold	GL543435.1	NW_007545117.1	alt_haplotype1.MalDomGD1.0
region279	3	30211044	30448911	alt-scaffold	GL543864.1	NW_007545545.1	alt_haplotype2.MalDomGD1.0
region279	3	30211044	30448911	alt-scaffold	GL544271.1	NW_007545952.1	alt_haplotype3.MalDomGD1.0
